time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-12-28T04:21:13.776Z,60.8232,-151.1483,6.5,1.4,ml,,,,0.61,ak,ak023gmr1wan,2024-01-17T21:52:31.342Z,"16 km NNE of Nikiski, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-28T03:51:47.899Z,59.8687,-152.5284,75.2,1.4,ml,,,,0.36,ak,ak023gmqmysl,2024-01-17T21:52:38.935Z,"40 km WNW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-28T03:48:17.183Z,59.9143,-153.1895,119.6,1.8,ml,,,,0.71,ak,ak023gmqm99y,2024-01-17T21:52:39.147Z,"53 km ENE of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-28T03:26:04.946Z,60.046,-152.9389,111.6,1.8,ml,,,,0.52,ak,ak023gmqhiku,2024-01-17T21:52:38.514Z,"68 km W of Happy Valley, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-28T03:11:10.720Z,59.7125,-151.254,44.3,1.2,ml,,,,0.45,ak,ak023gmqeba8,2024-01-17T21:52:38.101Z,"3 km SE of Fritz Creek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-28T02:34:58.390Z,58.5074,-151.7146,29.7,1.8,ml,,,,1.04,ak,ak023gmpxwtr,2024-01-18T13:32:36.347Z,"79 km NE of Ouzinkie, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-28T01:36:31.472Z,60.0188,-151.7419,61.3,1.4,ml,,,,0.46,ak,ak023gmpcukr,2024-01-17T21:52:37.666Z,"5 km SW of Ninilchik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-27T20:51:04.328Z,60.6539,-151.8313,80.9,1.7,ml,,,,0.49,ak,ak023gld7w9s,2024-01-15T01:45:43.189Z,"28 km W of Salamatof, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-27T19:19:18.949Z,59.957,-152.1939,76.4,1.4,ml,,,,0.43,ak,ak023glcfmty,2024-01-15T01:45:46.648Z,"25 km W of Happy Valley, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-12-27T17:26:38.060Z,58.4212,-154.7526,4.3,0.9,ml,,,,0.55,ak,ak023glbab3x,2024-01-15T01:45:40.160Z,"96 km N of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-27T16:48:59.678Z,59.9122,-153.2291,117.7,2.1,ml,,,,0.44,ak,ak023glatmw4,2024-01-15T01:45:39.706Z,"51 km ENE of Pedro Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-27T15:24:55.509Z,60.8128,-152.4956,118.4,2.5,ml,,,,0.64,ak,ak023gla31r6,2024-03-02T21:39:32.040Z,"67 km W of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-27T13:43:31.250Z,59.8461,-151.7772,63.9,1.7,ml,,,,0.58,ak,ak023gl9077c,2024-01-15T01:45:37.358Z,"8 km NNE of Anchor Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-27T13:15:44.074Z,60.3763,-150.5001,41.3,2,ml,,,,0.5,ak,ak023gl8u88y,2024-01-15T01:45:36.678Z,"20 km SE of Funny River, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-27T12:45:13.271Z,58.82,-153.6399,5.1,1.4,ml,,,,0.79,ak,ak023gl8f5rz,2024-01-15T01:45:45.456Z,"94 km NNW of Aleneva, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-12-27T12:02:40.568Z,59.6619,-153.0712,97.7,1.8,ml,,,,0.18,ak,ak023gl8603c,2024-01-15T01:45:45.060Z,"59 km ESE of Pedro Bay, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-27T11:43:04.377Z,60.4006,-152.5866,105.7,1.7,ml,,,,0.5,ak,ak023gl7ta1x,2024-01-13T05:32:20.099Z,"64 km NW of Ninilchik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-27T09:02:36.447Z,60.4298,-151.1548,58.3,1.6,ml,,,,0.42,ak,ak023gl6doyk,2024-01-13T05:32:19.362Z,"7 km E of Kalifornsky, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-27T07:22:58.030Z,59.9952,-153.1962,123.6,1.9,ml,,,,0.59,ak,ak023gl5b5sa,2024-01-13T05:32:12.619Z,"55 km ENE of Pedro Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-27T06:58:41.440Z,58.0435,-153.3058,60,2,ml,,,,0.49,ak,ak023gl4xemo,2024-01-13T05:32:18.930Z,"23 km W of Aleneva, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-12-27T05:06:28.506Z,59.7533,-152.0992,82.8,2.8,ml,,,,0.65,ak,ak023gl40spb,2024-03-02T21:39:31.040Z,"15 km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-27T02:19:32.677Z,60.9801,-151.2605,79.2,1.6,ml,,,,0.27,ak,ak023gl2bakc,2024-01-13T05:32:09.335Z,"11 km SW of Tyonek, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-27T00:51:11.660Z,58.2925,-154.985,3.13,-0.32,ml,7,132,,0.11,av,av91125823,2023-12-27T21:13:45.870Z,"86 km NNW of Karluk, Alaska",earthquake,0.38,0.79,0.217980744257767,7,reviewed,av,av
2023-12-27T00:43:06.921Z,60.19,-153.0007,125.1,1.9,ml,,,,0.32,ak,ak023gl19ilg,2024-01-13T05:32:17.489Z,"72 km E of Port Alsworth, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-26T23:24:53.230Z,58.914,-152.4455,56.7,1.9,ml,,,,0.55,ak,ak023gjrb5zf,2024-01-13T00:18:19.191Z,"57 km SSW of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-26T20:28:21.289Z,58.4323,-152.9103,59.6,1.9,ml,,,,0.69,ak,ak023gjpjnkg,2024-01-13T00:18:17.261Z,"41 km N of Aleneva, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-26T20:19:05.130Z,59.9709,-151.2609,54.6,2,ml,,,,0.65,ak,ak023gjphouq,2024-01-13T00:18:09.379Z,"21 km NW of Fox River, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-26T19:35:42.384Z,59.9698,-151.8539,61.4,1.3,ml,,,,0.34,ak,ak023gjozrlq,2024-01-13T00:18:16.505Z,"7 km WNW of Happy Valley, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-26T19:30:13.506Z,60.5672,-150.4598,13.1,1.3,ml,,,,0.58,ak,ak023gjoymsm,2024-01-13T00:18:16.283Z,"17 km E of Sterling, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-26T19:02:20.365Z,60.9295,-151.5677,78.1,1.6,ml,,,,0.43,ak,ak023gjosne6,2024-01-13T00:18:08.102Z,"27 km WSW of Tyonek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-26T18:37:37.988Z,60.6048,-150.5028,13.2,2.7,ml,,,,0.7,ak,ak023gjoer2s,2024-03-02T21:39:31.040Z,"16 km ENE of Sterling, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-12-26T18:09:47.614Z,58.8468,-152.2174,52.2,1.8,ml,,,,0.67,ak,ak023gjo8rs9,2024-01-13T00:18:16.063Z,"59 km SSW of Nanwalek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-26T18:06:10.410Z,58.941,-152.2139,67.7,2,ml,,,,0.45,ak,ak023gjo81qv,2024-01-13T00:18:07.060Z,"49 km SSW of Nanwalek, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-12-26T17:10:53.388Z,60.8207,-151.2674,66.2,1.5,ml,,,,0.67,ak,ak023gjnnkca,2024-01-13T00:18:15.620Z,"14 km N of Nikiski, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-26T16:01:25.580Z,60.4366,-152.977,134,1.7,ml,,,,0.72,ak,ak023gjn055a,2024-01-13T00:18:14.469Z,"78 km ENE of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-26T14:36:18.048Z,60.44,-150.0351,26.6,1.6,ml,,,,0.6,ak,ak023gjm0rc3,2024-01-13T00:18:04.248Z,"12 km WSW of Cooper Landing, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-12-26T14:33:16.700Z,58.2317,-152.9175,43.1,2,ml,,,,0.56,ak,ak023gjm041z,2024-01-13T00:18:03.901Z,"19 km N of Aleneva, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-26T14:28:21.573Z,58.5711,-153.5359,79.6,1.7,ml,,,,0.79,ak,ak023gjlz1yl,2024-01-13T00:18:13.746Z,"67 km NNW of Aleneva, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-26T13:06:06.190Z,60.384,-152.4709,89.7,1.6,ml,,,,0.51,ak,ak023gjl8vez,2024-01-13T00:18:12.669Z,"57 km NW of Ninilchik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-26T12:44:15.070Z,59.1147,-154.2472,126.2,1.9,ml,,,,0.55,ak,ak023gjkvlpf,2024-01-13T00:18:12.449Z,"47 km SE of Kokhanok, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-26T12:30:04.191Z,57.3698,-154.2608,8.6,1.8,ml,,,,0.16,ak,ak023gjksktk,2024-01-13T09:13:40.391Z,"25 km SSE of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-26T12:08:08.537Z,60.7479,-151.4632,67.8,2.1,ml,,,,0.64,ak,ak023gjknved,2024-01-13T00:18:47.997Z,"11 km NW of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-26T11:27:22.379Z,59.9758,-152.5688,77.1,1.5,ml,,,,0.35,ak,ak023gjk6jlk,2024-01-16T17:09:29.725Z,"46 km W of Happy Valley, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-12-26T10:25:12.021Z,60.4195,-151.7166,69.5,2,ml,,,,0.73,ak,ak023gjjknn7,2024-01-16T17:09:29.255Z,"23 km WNW of Cohoe, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-26T09:15:54.960Z,58.3093333333333,-154.799833333333,4.86,0.12,ml,8,173,,0.18,av,av92165296,2023-12-26T16:38:12.200Z,"84 km NNW of Karluk, Alaska",earthquake,0.64,1.66,0.160807395473157,8,reviewed,av,av
2023-12-26T09:13:18.744Z,60.9367,-150.9478,19.7,1.5,ml,,,,0.89,ak,ak023gjiwnuq,2024-01-16T17:09:28.318Z,"14 km W of Point Possession, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-26T08:00:11.112Z,59.8863,-152.896,98.1,1.6,ml,,,,0.35,ak,ak023gji8fjv,2024-01-16T17:09:27.418Z,"60 km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-26T07:54:30.101Z,60.0661,-153.259,135,2.2,ml,,,,0.51,ak,ak023gjhylze,2024-01-16T17:09:27.124Z,"56 km ENE of Pedro Bay, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-12-26T07:19:13.931Z,59.7978,-152.9944,90.2,1.6,ml,,,,0.4,ak,ak023gjhr2ox,2024-01-16T17:09:33.397Z,"62 km E of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-26T07:16:45.774Z,60.147,-152.5551,95.3,1.7,ml,,,,0.35,ak,ak023gjhqi01,2024-01-16T17:09:33.621Z,"50 km WNW of Ninilchik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-26T06:30:03.917Z,60.3268,-151.7401,63.3,3,ml,,,,0.72,ak,ak023gjh7z6v,2024-01-16T17:09:33.859Z,"21 km WNW of Clam Gulch, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-26T06:30:02.910Z,60.3349,-151.7544,71.33,3.2,ml,52,38,0.402,0.4,us,us7000llga,2024-03-02T21:39:40.040Z,"23 km WNW of Clam Gulch, Alaska",earthquake,3.37,6.119,0.029,152,reviewed,us,us
2023-12-26T05:28:39.289Z,59.765,-153.4212,124.9,1.7,ml,,,,0.4,ak,ak023gjgm6vs,2024-01-16T17:09:32.369Z,"38 km E of Pedro Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-26T05:13:54.587Z,59.8763,-151.984,74.8,1.6,ml,,,,0.4,ak,ak023gjgizwm,2024-01-16T17:09:24.694Z,"14 km NW of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-26T00:36:34.476Z,60.5795,-152.9981,138.8,1.7,ml,,,,0.47,ak,ak023gjdoq7r,2024-01-16T17:09:31.316Z,"83 km ENE of Port Alsworth, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-26T00:03:18.700Z,58.2891666666667,-154.985833333333,3.18,0.43,ml,8,133,,0.12,av,av92164941,2024-01-16T17:07:59.482Z,"86 km NNW of Karluk, Alaska",earthquake,0.38,0.78,0.277399374434185,8,reviewed,av,av
2023-12-25T23:20:40.168Z,60.661,-150.1654,42.1,1.8,ml,,,,0.5,ak,ak023gi3qxm8,2024-01-11T20:44:54.660Z,"26 km NW of Cooper Landing, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-25T22:52:24.080Z,60.0401666666667,-153.135166666667,3.97,0.06,ml,4,240,,0.06,av,av92164886,2023-12-27T19:07:00.130Z,"61 km ENE of Pedro Bay, Alaska",earthquake,0.74,1.03,0.150944654741938,4,reviewed,av,av
2023-12-25T22:44:50.991Z,60.7564,-151.5763,78.2,1.7,ml,,,,0.54,ak,ak023gi3ao17,2024-01-11T20:44:53.966Z,"17 km WNW of Nikiski, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-25T21:05:38.134Z,60.1724,-152.1411,77.3,1.4,ml,,,,0.45,ak,ak023gi2guid,2024-01-11T20:44:52.668Z,"29 km WNW of Ninilchik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-25T20:52:54.763Z,60.1387,-153.2025,136.8,1.9,ml,,,,0.5,ak,ak023gi25isv,2024-01-11T22:43:31.092Z,"62 km E of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-25T20:45:20.040Z,59.7007,-151.1597,44.3,2.1,ml,,,,0.74,ak,ak023gi23y4y,2024-01-11T20:44:44.506Z,"8 km ESE of Fritz Creek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-25T19:42:37.893Z,59.936,-152.61,85.5,1.6,ml,,,,0.33,ak,ak023gi1hwrx,2024-01-11T20:44:52.226Z,"47 km WNW of Anchor Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-25T19:34:13.748Z,58.7849,-154.2854,91.5,1.6,ml,,,,0.4,ak,ak023gi1g56m,2024-01-11T20:44:51.792Z,"78 km SSE of Kokhanok, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-25T19:33:38.921Z,60.1695,-151.6104,59.4,1.3,ml,,,,0.51,ak,ak023gi1fzes,2024-01-11T20:44:52.023Z,"13 km NNE of Ninilchik, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-12-25T18:08:17.258Z,60.0824,-153.4055,167,2,ml,,,,0.54,ak,ak023gi0p58d,2024-01-11T20:44:50.891Z,"51 km NE of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-25T17:20:25.234Z,59.1335,-153.8179,99.5,1.9,ml,,,,0.48,ak,ak023gi069bn,2024-01-11T20:44:42.146Z,"60 km SE of Pope-Vannoy Landing, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-25T17:14:48.453Z,59.559,-152.8651,100.8,2,ml,,,,0.47,ak,ak023gi052bk,2024-01-11T20:44:41.858Z,"58 km WNW of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-25T16:19:27.552Z,59.6701,-152.035,69,1.4,ml,,,,0.32,ak,ak023ghzknoz,2024-01-11T20:44:49.961Z,"16 km SW of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-25T15:55:06.929Z,59.8,-153.8854,146.8,2.2,ml,,,,0.53,ak,ak023ghz6w86,2024-03-02T21:39:40.040Z,"12 km E of Pedro Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-25T15:04:00.366Z,57.6813,-153.2834,53.6,1.9,ml,,,,0.49,ak,ak023ghyvy8w,2024-01-11T22:43:31.315Z,"31 km SW of Port Lions, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-25T14:37:34.411Z,58.5343,-153.7657,76.3,1.7,ml,,,,0.56,ak,ak023ghyhnwh,2024-01-11T20:44:48.470Z,"72 km NW of Aleneva, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-25T13:44:06.210Z,58.8165,-154.9596,134.2,2.3,ml,,,,0.61,ak,ak023ghxxo68,2024-01-11T20:44:38.943Z,"70 km S of Kokhanok, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-25T13:28:55.809Z,58.2767,-154.9317,7.4,0.9,ml,,,,0.49,ak,ak023ghxuclk,2024-01-11T20:44:38.746Z,"83 km NNW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-25T13:26:04.767Z,58.2761,-154.9442,4.4,0.9,ml,,,,0.5,ak,ak023ghxtt50,2024-01-11T20:44:38.546Z,"83 km NNW of Karluk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-25T13:16:44.780Z,58.2756666666667,-154.929333333333,3.5,0.14,ml,6,158,,0.18,av,av92164511,2023-12-27T19:24:21.770Z,"83 km NNW of Karluk, Alaska",earthquake,0.46,1.61,0.142161769759646,6,reviewed,av,av
2023-12-25T12:39:46.891Z,59.5148,-152.8868,88,1.8,ml,,,,0.53,ak,ak023ghxb935,2024-01-11T20:44:47.799Z,"57 km WNW of Nanwalek, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-12-25T12:14:20.936Z,59.5938,-152.7554,89.1,1.9,ml,,,,0.51,ak,ak023ghx5u51,2024-01-11T20:44:38.309Z,"54 km WNW of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-25T11:57:38.470Z,58.2828333333333,-154.9435,4.44,0.42,ml,14,143,,0.21,av,av92164461,2023-12-26T01:45:23.670Z,"84 km NNW of Karluk, Alaska",earthquake,0.44,0.73,0.253144329926723,14,reviewed,av,av
2023-12-25T11:48:04.641Z,59.8296,-153.5386,113.1,1.8,ml,,,,0.63,ak,ak023ghwrno0,2024-01-11T22:49:51.294Z,"32 km E of Pedro Bay, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-12-25T10:36:33.459Z,60.8016,-152.4125,102.9,1.8,ml,,,,0.46,ak,ak023ghw3pox,2024-01-11T22:49:51.085Z,"62 km W of Nikiski, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-25T10:05:15.045Z,58.281,-154.9366,2.5,1.3,ml,,,,0.54,ak,ak023ghvx0yo,2024-01-11T22:49:43.959Z,"84 km NNW of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-25T09:37:57.629Z,59.4314,-153.3232,99,2,ml,,,,0.27,ak,ak023ghvijmd,2024-01-11T22:49:43.487Z,"59 km SE of Pedro Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-25T09:10:32.704Z,58.7238,-153.6016,16.4,1.5,ml,,,,0.94,ak,ak023ghvcppy,2024-01-11T22:49:43.075Z,"84 km NNW of Aleneva, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-25T09:07:55.074Z,60.3827,-151.4675,71.4,1.6,ml,,,,0.28,ak,ak023ghvc2u1,2024-01-11T22:49:42.868Z,"9 km W of Cohoe, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-25T08:48:27.130Z,58.2958333333333,-154.9925,2.97,-0.17,ml,9,129,,0.08,av,av92164321,2023-12-26T00:29:41.470Z,"86 km NNW of Karluk, Alaska",earthquake,0.35,0.52,0.214865884542645,10,reviewed,av,av
2023-12-25T07:22:47.380Z,59.9365,-153.2713,118.3,2.2,ml,,,,0.57,ak,ak023ghu8fw6,2024-01-11T22:49:40.907Z,"49 km ENE of Pedro Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-25T06:06:03.040Z,60.2074,-152.4977,95.5,1.7,ml,,,,0.28,ak,ak023ghtjih4,2024-01-11T22:49:40.043Z,"49 km WNW of Ninilchik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-25T05:43:22.390Z,60.0593333333333,-153.074333333333,1.85,-0.22,ml,4,266,,0.13,av,av92164156,2023-12-25T22:27:50.800Z,"65 km ENE of Pedro Bay, Alaska",earthquake,1.17,0.97,0.473123128594719,4,reviewed,av,av
2023-12-25T00:02:51.779Z,60.0502,-152.9198,101.8,2.1,ml,,,,0.54,ak,ak023ghpy4ms,2024-01-11T22:49:36.756Z,"67 km W of Happy Valley, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-24T21:35:38.472Z,60.9284,-152.202,98.3,1.8,ml,,,,0.28,ak,ak023ggf3wjk,2024-01-10T23:12:31.005Z,"56 km WNW of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-24T21:18:20.822Z,59.8445,-152.6845,76.5,1.9,ml,,,,0.33,ak,ak023ggf08zm,2024-01-10T23:12:35.615Z,"48 km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-24T17:58:41.283Z,60.2446,-153.143,132.6,2.8,ml,,,,0.53,ak,ak023ggcv4qb,2024-03-02T21:39:39.040Z,"65 km E of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-24T15:36:21.955Z,59.7325,-154.2782,186.8,2.5,ml,,,,0.43,ak,ak023ggbjic3,2024-03-02T21:39:37.040Z,"11 km WSW of Pedro Bay, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-12-24T14:40:34.028Z,59.5092,-152.8688,91.5,2,ml,,,,0.26,ak,ak023ggayyiy,2024-01-10T23:12:33.042Z,"56 km WNW of Nanwalek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-24T13:08:18.059Z,60.6769,-150.4359,44.9,1.7,ml,,,,0.42,ak,ak023gga6mr9,2024-01-10T23:12:26.894Z,"23 km NE of Sterling, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-24T12:43:28.742Z,59.6891,-151.6126,53.5,2.3,ml,,,,0.47,ak,ak023gg9sq1l,2024-01-10T23:12:26.401Z,"3 km WNW of Diamond Ridge, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-24T11:55:10.930Z,58.2913333333333,-154.889333333333,4.81,0.63,ml,6,170,,0.16,av,av92163666,2023-12-24T20:57:39.460Z,"84 km NNW of Karluk, Alaska",earthquake,0.48,1.5,0.270443077726767,6,reviewed,av,av
2023-12-24T11:00:10.319Z,60.3437,-152.22,90.2,2.1,ml,,,,0.46,ak,ak023gg8y168,2024-01-11T01:26:02.944Z,"44 km NW of Ninilchik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-24T10:35:19.903Z,59.8968,-153.566,132.5,2.2,ml,,,,0.49,ak,ak023gg8k4fe,2024-03-02T21:39:39.040Z,"32 km ENE of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-24T09:01:31.573Z,59.7226,-153.4299,121.2,2.4,ml,,,,0.38,ak,ak023gg7rfd5,2024-03-02T21:39:39.040Z,"38 km E of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-24T08:40:36.100Z,60.2366,-152.6477,104,2.1,ml,,,,0.34,ak,ak023gg7ed11,2024-03-02T21:39:31.040Z,"58 km WNW of Ninilchik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-24T08:19:47.067Z,60.4637,-151.0267,47,1.9,ml,,,,0.44,ak,ak023gg79vvj,2024-01-11T01:26:01.024Z,"3 km SSE of Soldotna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-24T05:49:06.130Z,60.0308333333333,-153.081,-2.47,-0.44,ml,5,102,,0.06,av,av92163526,2023-12-25T01:36:51.540Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.31,2.31,0.446122883208542,5,reviewed,av,av
2023-12-24T05:01:54.437Z,59.5219,-151.9591,58.6,3,ml,,,,0.65,ak,ak023gg5dqnq,2024-03-02T21:39:39.040Z,"16 km WNW of Seldovia, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-24T00:28:44.382Z,59.2129,-153.1117,68.3,2,ml,,,,0.54,ak,ak023gg2kc73,2024-01-11T01:25:57.430Z,"69 km WSW of Nanwalek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-24T00:02:08.122Z,60.1624,-153.3152,143.5,2.1,ml,,,,0.38,ak,ak023gg2eouk,2024-01-11T01:26:03.433Z,"55 km E of Port Alsworth, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-23T22:40:49.640Z,60.2201,-150.3711,40.7,1.7,ml,,,,0.22,ak,ak023ges742s,2024-01-09T18:57:42.471Z,"38 km SE of Funny River, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-23T17:45:21.924Z,59.7741,-152.507,82,2.3,ml,,,,0.49,ak,ak023gep8ykn,2024-02-27T22:57:05.040Z,"37 km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-23T14:14:46.850Z,58.6136666666667,-154.442833333333,9.47,0.62,ml,9,288,,0.2,av,av92163061,2023-12-25T01:01:18.670Z,"93 km SSE of Kokhanok, Alaska",earthquake,1.14,0.78,0.232319329083026,9,reviewed,av,av
2023-12-23T14:06:10.183Z,60.4019,-152.17,78.4,1.8,ml,,,,0.26,ak,ak023gen89ui,2024-01-09T18:57:38.888Z,"46 km WNW of Clam Gulch, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-23T13:45:51.770Z,60.0491666666667,-153.014166666667,3.14,-0.28,ml,5,255,,0.24,av,av92163031,2023-12-25T00:46:19.050Z,"67 km ENE of Pedro Bay, Alaska",earthquake,2.37,1.25,0.233865287564825,5,reviewed,av,av
2023-12-23T13:09:45.727Z,59.9387,-150.9825,56.3,1.8,ml,,,,0.28,ak,ak023gemnk4s,2024-01-09T18:57:38.213Z,"9 km N of Fox River, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-23T11:13:52.241Z,60.1346,-153.4974,157.6,2.8,ml,,,,0.61,ak,ak023gelhk7i,2024-02-27T22:57:05.040Z,"46 km E of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-23T10:23:06.585Z,57.8381,-154.9823,58.7,1.9,ml,,,,0.32,ak,ak023geky61u,2024-01-10T18:03:37.106Z,"43 km NW of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-23T08:28:49.910Z,60.1174,-152.63,111.2,1.8,ml,,,,0.55,ak,ak023gejsh1b,2024-01-09T22:00:44.624Z,"53 km WNW of Happy Valley, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-23T05:26:09.632Z,60.6804,-151.7336,75.4,3,ml,,,,0.66,ak,ak023gehzno2,2024-02-27T22:57:05.040Z,"23 km WNW of Salamatof, Alaska",earthquake,,0.3,,,reviewed,ak,ak
